-BEGIN HEADER-,,,,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,,,,,,
Dates (month/day/year): 02/01/1981 through 12/31/2023 ,,,,,,,,,,,,
Location: Latitude  22.8199   Longitude 83.2828 ,,,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 630.4 meters,,,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,,
Parameter(s): ,,,,,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,,
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) ,,,,,,,,,,,,
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) ,,,,,,,,,,,,
TS                    MERRA-2 Earth Skin Temperature (C) ,,,,,,,,,,,,
T2M_RANGE             MERRA-2 Temperature at 2 Meters Range (C) ,,,,,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) ,,,,,,,,,,,,
QV2M                  MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,,,,,
-END HEADER-,,,,,,,,,,,,
YEAR,DOY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,ALLSKY_SFC_LW_DWN,QV2M,RH2M,PRECTOTCORR
1981,01-02-1981,19.2,12.3,15.75,19.31,10.78,25.48,14.7,-999,9.52,66.62,2.5
1981,02-02-1981,16.2,9.65,12.93,17.15,12.98,23.49,10.51,-999,7.93,68.06,0
1981,03-02-1981,15.2,6.67,10.94,15.89,15.8,24.15,8.34,-999,6.53,60.38,0
1981,04-02-1981,16.38,4.68,10.53,16.4,19.2,27.36,8.16,-999,5.68,51.19,0
1981,05-02-1981,19.86,5.26,12.56,17.87,16.67,28.88,12.21,-999,5.92,41.31,0
1981,06-02-1981,20.89,7.99,14.44,19.69,15.02,29.54,14.51,-999,7.14,46.38,0
1981,07-02-1981,20.19,9.47,14.83,19.8,14.62,28.34,13.72,-999,7.87,53.06,0.82
1981,08-02-1981,18.76,8.24,13.5,18.8,16.77,27.47,10.69,-999,7.26,54.81,1.4
1981,09-02-1981,17.51,7.92,12.72,17.85,14.16,25.74,11.58,-999,7.14,56.19,6.3
1981,10-02-1981,14.1,2.4,8.26,14.26,14.28,22.23,7.94,-999,4.88,49.88,0.25
1981,11-02-1981,14.36,3.06,8.71,14.34,17.95,24.12,6.17,-999,5.07,50.75,1.42
1981,12-02-1981,17.62,2.98,10.3,16.54,16.73,27.49,10.76,-999,5.07,41.38,0
1981,13-02-1981,18.31,3.3,10.8,17.56,17.02,28.69,11.68,-999,5.19,41.25,0
1981,14-02-1981,20.19,3.74,11.97,18.25,15.79,28.9,13.11,-999,5.31,36.69,0
1981,15-02-1981,20.8,3.75,12.27,18.93,16.8,30.34,13.55,-999,5.37,35.69,0
1981,16-02-1981,21.61,6.98,14.3,20.31,16.38,30.77,14.39,-999,6.71,41.75,1.18
1981,17-02-1981,20.16,7.17,13.67,20.07,16.42,29.81,13.4,-999,6.71,46.94,0
1981,18-02-1981,18.83,3.65,11.24,18.85,18.8,29.48,10.68,-999,5.31,41.12,0.1
1981,19-02-1981,19.49,3.37,11.43,19.33,18.29,29.98,11.69,-999,5.19,38.25,0
1981,20-02-1981,19.61,3.69,11.65,19.77,18.32,29.76,11.44,-999,5.31,38.88,0
1981,21-02-1981,19.98,2.59,11.29,20.08,16.44,29.55,13.12,-999,4.94,35.69,0
1981,22-02-1981,19.3,1.72,10.51,18.93,17.85,29.45,11.61,-999,4.64,35,0
1981,23-02-1981,20.04,1.87,10.95,19.77,18.72,30.62,11.9,-999,4.7,33.88,0
1981,24-02-1981,22.83,3.88,13.36,21.38,16.85,32.36,15.51,-999,5.43,31.69,0
1981,25-02-1981,23.14,5.9,14.52,22.29,17.3,33.19,15.89,-999,6.16,36.31,0
1981,26-02-1981,22.96,4.32,13.64,22.48,17.82,33.12,15.3,-999,5.55,33.5,0.02
1981,27-02-1981,22.61,4.35,13.48,22.77,17.98,32.56,14.58,-999,5.62,34.38,0
1981,28-02-1981,23.58,4.45,14.01,22.98,18.31,33.71,15.4,-999,5.62,33.19,0
1981,01-03-1981,23.56,3.91,13.73,23.13,18.23,33.96,15.73,-999,5.43,32.38,0
1981,02-03-1981,21.06,3.23,12.15,21.46,16.21,30.48,14.26,-999,5.19,35.31,0
1981,03-03-1981,19.02,-1.74,8.64,19.3,19.65,29.98,10.33,-999,3.6,29.12,0
1981,04-03-1981,20.05,-1.78,9.13,19.95,19.08,30.54,11.46,-999,3.6,26.62,0
1981,05-03-1981,22.97,3.84,13.4,22.6,16.3,32.5,16.19,-999,5.37,30.81,0
1981,06-03-1981,23.98,6.26,15.12,23.9,16.67,33.69,17.02,-999,6.35,35.12,0.05
1981,07-03-1981,23.87,7.51,15.69,22.55,12.65,30.87,18.22,-999,6.9,37,0
1981,08-03-1981,25.48,6.37,15.93,24.69,14.7,33.79,19.08,-999,6.47,32.31,0
1981,09-03-1981,23.82,6.52,15.17,24.37,17.33,33.62,16.3,-999,6.47,36.19,0.2
1981,10-03-1981,23.38,9.65,16.51,24.4,16.99,32.2,15.21,-999,8.06,44.31,0.59
1981,11-03-1981,24.45,7.93,16.19,24.78,17.61,34.1,16.48,-999,7.69,46,0.47
1981,12-03-1981,21.11,7.26,14.19,20.49,12.48,27.87,15.39,-999,6.9,43.88,3.18
1981,13-03-1981,18.87,11.55,15.22,18.85,10.74,25.5,14.76,-999,9.03,64.56,3.58
1981,14-03-1981,22.02,10.53,16.28,22.01,14.09,29.12,15.03,-999,8.48,50.06,0.01
1981,15-03-1981,22.56,10.49,16.52,22.63,11.42,29.11,17.69,-999,8.42,48.38,0.02
1981,16-03-1981,20.08,13.89,16.98,21.03,8.75,24.66,15.91,-999,10.56,68.69,4.99
1981,17-03-1981,21.84,12.01,16.93,22.88,15.62,30.37,14.75,-999,9.4,59.69,0
1981,18-03-1981,24.41,8.08,16.25,24.62,17.42,33.31,15.89,-999,7.2,38.69,0
1981,19-03-1981,25.47,10.63,18.05,26.66,17.46,34.29,16.82,-999,8.67,42.62,2.6
1981,20-03-1981,23.59,13.7,18.65,24.59,13.28,31.25,17.98,-999,10.56,57.12,3.19
1981,21-03-1981,23.12,15.19,19.15,23.44,9.82,28.71,18.88,-999,11.54,63.75,3.44
1981,22-03-1981,24.63,13.04,18.83,25.28,13.08,31.4,18.33,-999,10.13,52.56,0.82
1981,23-03-1981,24.27,11.05,17.65,25.57,15.52,32.62,17.09,-999,9.09,49.62,0.41
1981,24-03-1981,23.94,4.5,14.22,24.83,18.08,33.13,15.05,-999,5.68,32.06,0
1981,25-03-1981,23.02,3.33,13.18,24.48,17.57,32.39,14.82,-999,5.19,31.06,0
1981,26-03-1981,23.08,3.81,13.44,23.83,17.43,32.47,15.04,-999,5.37,32.19,0.84
1981,27-03-1981,25.95,4.55,15.25,25.62,17.36,35.05,17.69,-999,5.74,28,0.04
1981,28-03-1981,26.02,3.98,15,26.98,18.16,35.93,17.77,-999,5.43,27.12,0
1981,29-03-1981,26.23,3.84,15.04,27.22,19.2,36.41,17.22,-999,5.43,27.25,0.03
1981,30-03-1981,26.58,10.37,18.48,27.53,18.41,36.37,17.98,-999,8.67,38.19,0.03
1981,31-03-1981,28.15,8.65,18.4,29.35,17.88,37.76,19.88,-999,7.87,36.5,2.22
1981,01-04-1981,26.91,9.11,18.01,28.23,16.41,35.54,19.12,-999,7.75,35.62,0.11
1981,02-04-1981,27.48,6.16,16.82,28.97,18.12,37,18.88,-999,6.35,28.62,0
1981,03-04-1981,28.35,6.31,17.33,29.27,17.55,37.52,19.98,-999,6.41,26.62,0.32
1981,04-04-1981,28.44,1.15,14.8,29.28,17.74,38.38,20.64,-999,4.52,19.69,0.01
1981,05-04-1981,26.77,-4.87,10.95,27.51,19.2,37.32,18.12,-999,2.93,15.81,0.1
1981,06-04-1981,25.05,-7.82,8.62,26.08,19.99,35.65,15.66,-999,2.2,12.56,0
1981,07-04-1981,25.32,-6.38,9.48,26.01,21.36,36.5,15.14,-999,2.44,13.19,0
1981,08-04-1981,26.81,-3.89,11.46,27.51,20.49,37.57,17.08,-999,3.05,14.5,0
1981,09-04-1981,27.87,-2.74,12.56,28.77,20.34,38.48,18.14,-999,3.3,15,0
1981,10-04-1981,28.88,-3.31,12.79,29.47,20.68,39.72,19.04,-999,3.17,13.56,0
1981,11-04-1981,29.93,-3.42,13.26,30.54,19.6,40.48,20.88,-999,3.11,12.88,0
1981,12-04-1981,30.86,-2.3,14.28,31.24,19.67,41.43,21.76,-999,3.42,12.75,0
1981,13-04-1981,30.08,3.48,16.78,32,20.18,40.52,20.34,-999,5.37,22.25,0
1981,14-04-1981,30.12,6.79,18.45,32.01,18.98,40.05,21.07,-999,6.59,26.12,0
1981,15-04-1981,30.68,7.15,18.91,32.62,18.39,40.22,21.83,-999,6.84,26.19,0
1981,16-04-1981,31.44,4.45,17.95,32.5,17.56,40.92,23.36,-999,5.8,21.44,0
1981,17-04-1981,32.25,2.24,17.24,33.33,19.99,42.37,22.37,-999,5.07,18.75,0.1
1981,18-04-1981,32.16,-2.49,14.84,33.37,20.75,42.31,21.56,-999,3.42,12.06,0.56
1981,19-04-1981,30.68,3.29,16.98,32.41,18.26,40.15,21.9,-999,5.43,21.44,0.32
1981,20-04-1981,29.67,2.51,16.08,32.08,20.26,39.74,19.49,-999,5.19,23.12,0
1981,21-04-1981,30.47,5.32,17.89,32.61,19.52,40.54,21.02,-999,5.98,23.56,0.51
1981,22-04-1981,31.25,7.53,19.39,33.83,18.52,40.46,21.94,-999,7.08,25.31,1.02
1981,23-04-1981,31.3,6.78,19.04,33.08,17.42,40.29,22.87,-999,6.65,24.25,1.49
1981,24-04-1981,29.44,11.74,20.59,30.34,12.33,35.48,23.15,-999,9.4,36.75,0.14
1981,25-04-1981,30.19,13.83,22.01,32.2,16.05,38.3,22.26,-999,10.8,41.75,6.54
1981,26-04-1981,28.98,14.47,21.72,30.1,15.01,36.98,21.98,-999,11.54,48.69,4.45
1981,27-04-1981,30.41,4.83,17.62,29.52,15.87,38.65,22.78,-999,6.29,26.31,0.49
1981,28-04-1981,30.02,5.38,17.7,29.98,18.75,38.29,19.54,-999,6.04,23.44,0
1981,29-04-1981,31.99,8.01,20,32.69,16.34,39.94,23.61,-999,7.32,23.81,0
1981,30-04-1981,27.74,8.08,17.91,28.25,9.6,33,23.4,-999,7.26,29.81,0.62
1981,01-05-1981,30.37,9.91,20.14,32.1,17.29,38.8,21.5,-999,8.12,30.31,0
1981,02-05-1981,32.05,4.83,18.44,33.51,16.92,40.84,23.92,-999,5.8,20.38,0.01
1981,03-05-1981,31.85,7.16,19.51,33.85,17.19,40.05,22.86,-999,6.84,23.56,0.43
1981,04-05-1981,30.29,14.51,22.4,32.76,15.98,38.19,22.21,-999,11.29,42.25,3.99
1981,05-05-1981,28.06,17.61,22.83,29.76,10.94,34.27,23.33,-999,13.55,55.94,0.4
1981,06-05-1981,27.94,16.88,22.41,29.82,10.36,33.29,22.93,-999,12.94,53.81,1.93
1981,07-05-1981,28.98,15.35,22.16,31.3,13.92,35.86,21.94,-999,11.78,47.31,0.89
1981,08-05-1981,29.01,16,22.51,31.33,13.42,35.97,22.55,-999,12.33,49.69,0.83
1981,09-05-1981,29.87,16.51,23.19,32.23,13.62,36.39,22.77,-999,12.7,47.81,1.52
1981,10-05-1981,31.01,14.18,22.59,33.47,13.47,37.69,24.23,-999,10.86,38.38,1.38
1981,11-05-1981,30.46,16.42,23.44,31.79,10.68,36.37,25.69,-999,12.63,45.25,4.07
1981,12-05-1981,30.55,12.6,21.58,31.83,13.45,37.79,24.34,-999,10.01,37.38,0.08
1981,13-05-1981,31.62,6.9,19.26,32.29,16.62,40.69,24.08,-999,6.77,24.88,0
1981,14-05-1981,33.19,5.5,19.35,33.36,16.48,42.05,25.56,-999,6.04,19.31,0
1981,15-05-1981,33.37,5.45,19.41,34.55,17.07,42.24,25.17,-999,6.1,19.75,0
1981,16-05-1981,33.65,3.68,18.66,35.3,18.2,42.65,24.47,-999,5.31,16.81,0
1981,17-05-1981,34.22,4.46,19.33,36.12,17.51,43.02,25.51,-999,5.68,17.44,0.03
1981,18-05-1981,34.2,3.38,18.79,35.91,17.37,43.08,25.71,-999,5.19,15.19,0.01
1981,19-05-1981,33.74,-0.44,16.65,35.19,18.52,43.12,24.59,-999,4.03,13.19,0.07
1981,20-05-1981,33.61,7.88,20.75,35.57,19.04,42.97,23.93,-999,7.75,26.94,0.17
1981,21-05-1981,33.4,12.73,23.07,35.7,15.84,40.63,24.8,-999,10.13,32.25,0.74
1981,22-05-1981,32.7,16.28,24.49,35.37,13.26,40.24,26.98,-999,12.51,39.88,0.96
1981,23-05-1981,31.75,16.84,24.3,34.01,15.91,39.98,24.05,-999,13.18,46.44,2.15
1981,24-05-1981,32.69,10.62,21.65,35.07,18.41,41.85,23.44,-999,9.34,34.31,0.36
1981,25-05-1981,32.69,10.26,21.48,34.37,17.8,41.65,23.86,-999,8.61,29.88,4.41
1981,26-05-1981,32.75,13.52,23.13,34.67,16.8,41.15,24.35,-999,10.56,35.12,3.51
1981,27-05-1981,33.05,16.37,24.71,34.96,16.46,41.5,25.05,-999,12.82,42.44,2.29
1981,28-05-1981,33.3,16.65,24.98,34.82,17.56,42.31,24.75,-999,13.24,44.31,1.98
1981,29-05-1981,34.34,13.65,23.99,36.15,17.55,42.69,25.15,-999,11.11,36.06,1.41
1981,30-05-1981,33.59,16.73,25.16,34.92,14.02,40.92,26.9,-999,13.06,40.69,2.4
1981,31-05-1981,33.35,16.36,24.86,35.69,15.55,41.37,25.81,-999,13,42.25,1.85
1981,01-06-1981,33.05,15.51,24.28,35.12,17.7,42.19,24.49,-999,12.15,39.81,1.39
1981,02-06-1981,33.58,13.98,23.78,35.9,15.91,41.21,25.3,-999,10.8,33.5,0.01
1981,03-06-1981,33.96,15.37,24.66,36.23,13.66,41.15,27.5,-999,11.84,34.81,1.82
1981,04-06-1981,35.02,14.01,24.52,36.17,13.61,42.19,28.58,-999,10.99,31.31,1
1981,05-06-1981,33.75,16.08,24.91,36.29,14.66,41.58,26.9,-999,12.57,38.44,5.16
1981,06-06-1981,32.3,17.54,24.91,34.35,15.89,40.66,24.78,-999,13.67,46.81,0.05
1981,07-06-1981,33.26,10.41,21.84,34.54,17.25,42.48,25.23,-999,9.28,31.19,0
1981,08-06-1981,33.31,9.2,21.26,34.62,20.41,43.56,23.15,-999,8.42,30.88,0.75
1981,09-06-1981,34.44,11.08,22.76,35.94,17.02,43.57,26.56,-999,8.97,27.19,1.29
1981,10-06-1981,33.1,16.19,24.64,34.62,15.47,40.69,25.22,-999,12.51,40.06,5.14
1981,11-06-1981,33.35,10.41,21.88,34.58,15.24,41.53,26.3,-999,8.91,29.31,0.7
1981,12-06-1981,34.08,6.1,20.09,35.03,18.08,43.16,25.08,-999,6.41,20.31,0.48
1981,13-06-1981,33.03,2.67,17.85,34.08,15.8,41.11,25.3,-999,5,16.12,0
1981,14-06-1981,33.21,-1.04,16.08,34.24,18.34,42.38,24.05,-999,3.78,12.81,0
1981,15-06-1981,34.51,0.66,17.58,35.66,16.75,43.64,26.89,-999,4.27,12.88,0
1981,16-06-1981,33.17,10.54,21.86,34.84,17.48,41.69,24.22,-999,9.28,30.81,1.35
1981,17-06-1981,32.08,18.51,25.3,34.91,14.61,39.79,25.18,-999,14.71,50.19,2.7
1981,18-06-1981,31.65,18.46,25.05,34.91,14.76,39.55,24.8,-999,14.53,50.5,0.74
1981,19-06-1981,29.25,19.9,24.58,31.9,8.87,34.12,25.25,-999,15.75,59.12,0.36
1981,20-06-1981,31.26,19.55,25.4,33.16,10.45,36.42,25.97,-999,15.44,51.69,1.84
1981,21-06-1981,28.95,20.9,24.93,29.87,9.67,34.24,24.57,-999,16.85,64,12.37
1981,22-06-1981,25.57,22.75,24.16,25.56,4.84,28.39,23.55,-999,18.86,84.75,38.81
1981,23-06-1981,24.72,21.88,23.3,25.07,7.14,28.64,21.5,-999,17.88,84.56,51.56
1981,24-06-1981,25.22,22.4,23.8,25.86,7.22,29.25,22.03,-999,18.37,85.06,17.51
1981,25-06-1981,25.81,22.13,23.98,26.79,7.98,30.26,22.29,-999,18.01,81.25,0.8
1981,26-06-1981,25.92,21.9,23.91,26.95,8.73,30.87,22.14,-999,17.76,79.88,0.86
1981,27-06-1981,26.97,22.08,24.52,28.41,9.75,32.22,22.48,-999,17.94,76.38,0.64
1981,28-06-1981,27.23,22.73,24.98,28.3,8.48,32.07,23.58,-999,18.62,77.81,0.92
1981,29-06-1981,26.8,23.52,25.16,27.17,6.31,30.59,24.27,-999,19.59,83.12,6.09
1981,30-06-1981,26.05,23.68,24.87,26.4,4.62,28.81,24.19,-999,19.78,87.31,21.31
1981,01-07-1981,25.19,23.11,24.15,25.34,4.48,27.83,23.33,-999,19.1,88.56,19.31
1981,02-07-1981,24.5,22.16,23.33,24.61,4.44,27.26,22.82,-999,18.07,87.19,27.64
1981,03-07-1981,25.25,23.32,24.28,25.36,5.22,28.37,23.15,-999,19.35,89.44,16.14
1981,04-07-1981,24.93,22.36,23.64,24.97,5.59,27.91,22.33,-999,18.25,86.19,1.04
1981,05-07-1981,25.57,22.83,24.19,26.06,7.57,29.78,22.21,-999,18.8,85.62,30.34
1981,06-07-1981,25.31,22.98,24.15,25.56,6.05,28.74,22.7,-999,18.98,87.38,18.44
1981,07-07-1981,25.19,23.61,24.4,25.35,4.48,27.94,23.46,-999,19.78,91.19,18.01
1981,08-07-1981,25.56,22.68,24.12,26.19,7.28,30.01,22.73,-999,18.68,85.12,5.62
1981,09-07-1981,24.38,21.87,23.12,25.01,6.04,27.93,21.89,-999,17.7,86.5,16.49
1981,10-07-1981,25,22.49,23.74,25.34,6.7,28.76,22.07,-999,18.43,86.56,7.87
1981,11-07-1981,25.39,23.09,24.24,25.69,6.64,28.93,22.28,-999,19.1,87.62,2.99
1981,12-07-1981,25.87,23.4,24.63,26.21,5.94,29.64,23.7,-999,19.47,86.88,4.58
1981,13-07-1981,25.29,23.69,24.49,25.35,5.42,28.41,22.99,-999,19.84,91.06,47.98
1981,14-07-1981,25.3,23.66,24.48,25.44,5.95,28.52,22.58,-999,19.84,90.94,17.06
1981,15-07-1981,25.3,23.23,24.26,25.41,5.85,28.8,22.94,-999,19.23,88.75,13.37
1981,16-07-1981,25.03,23.37,24.19,25.01,4.54,27.69,23.15,-999,19.41,90.75,6.26
1981,17-07-1981,24.67,23.11,23.89,24.62,3.81,26.94,23.14,-999,19.1,91.19,15.55
1981,18-07-1981,24.76,23.14,23.94,24.72,4.55,27.31,22.76,-999,19.17,90.94,6.64
1981,19-07-1981,24.98,23.18,24.08,25.04,5.31,28.17,22.86,-999,19.17,90.06,6.29
1981,20-07-1981,24.76,22.65,23.71,25.02,4.88,27.55,22.68,-999,18.55,88.56,9.17
1981,21-07-1981,25.83,23.62,24.73,26.09,7.11,29.69,22.58,-999,19.71,88.19,8.29
1981,22-07-1981,25.39,23.28,24.33,25.59,5.42,28.31,22.89,-999,19.29,88.56,6.08
1981,23-07-1981,25.96,23.29,24.62,26.17,7.04,29.9,22.87,-999,19.35,86,4.38
1981,24-07-1981,25.62,23.38,24.51,25.8,6.66,29.12,22.46,-999,19.41,87.81,1.34
1981,25-07-1981,25.92,23.37,24.65,26.17,6.45,29.51,23.06,-999,19.35,86.44,3.08
1981,26-07-1981,25.34,23.3,24.32,25.46,5.72,28.29,22.57,-999,19.29,88.94,10
1981,27-07-1981,24.37,22.93,23.65,24.37,3.47,26.37,22.89,-999,18.86,91.75,25.52
1981,28-07-1981,24.57,22.58,23.58,24.87,5.06,27.69,22.62,-999,18.43,89.12,6.53
1981,29-07-1981,25.51,22.94,24.23,26,7.92,29.54,21.62,-999,18.86,86.44,17.99
1981,30-07-1981,25.5,23.69,24.59,25.51,4.69,28.15,23.46,-999,19.78,90,15.91
1981,31-07-1981,24.75,23.6,24.17,24.72,3.38,26.72,23.33,-999,19.71,93.38,59.25
1981,01-08-1981,24.88,22.41,23.65,25.36,7.28,28.74,21.46,-999,18.37,86.75,38.51
1981,02-08-1981,25.41,23.03,24.22,25.59,7.45,29.4,21.94,-999,19.04,87.19,4.3
1981,03-08-1981,25.96,23.55,24.76,26.15,6.23,29.17,22.94,-999,19.65,87.25,17.95
1981,04-08-1981,26.1,23.79,24.94,26.37,7.59,29.9,22.31,-999,20.02,87.69,10.22
1981,05-08-1981,26.31,24.24,25.27,26.33,5.33,29.55,24.23,-999,20.57,88.81,14.25
1981,06-08-1981,25.46,24.12,24.8,25.46,4.5,28.14,23.63,-999,20.39,92.5,6
1981,07-08-1981,26.15,24.12,25.14,26.21,7.46,30.32,22.87,-999,20.39,89.12,1.55
1981,08-08-1981,26.37,24.01,25.19,26.27,6.3,30.12,23.81,-999,20.26,87.44,6.52
1981,09-08-1981,25.23,23.23,24.23,25.19,5.3,28.43,23.13,-999,19.35,88.94,5.72
1981,10-08-1981,24.12,22.24,23.18,24.32,5.59,27.22,21.64,-999,18.13,89.56,3.56
1981,11-08-1981,24.9,22.37,23.64,25.18,6.52,28.55,22.02,-999,18.19,86.5,4.18
1981,12-08-1981,24.47,22.87,23.67,24.51,5.48,27.58,22.11,-999,18.86,91.06,8.21
1981,13-08-1981,24.27,23.22,23.74,24.13,2.84,25.74,22.9,-999,19.29,93.81,1.61
1981,14-08-1981,25.48,23.75,24.62,25.73,6.39,28.92,22.53,-999,20.02,90.56,12.79
1981,15-08-1981,26.29,24.4,25.34,26.44,6.72,30.38,23.66,-999,20.81,89.81,22.52
1981,16-08-1981,25.64,23.65,24.65,25.78,6.2,29.25,23.05,-999,19.78,89.19,10.96
1981,17-08-1981,25.44,23.49,24.47,25.8,5.91,28.69,22.77,-999,19.53,89.38,5.79
1981,18-08-1981,25.3,23.74,24.52,25.37,5.5,28.58,23.08,-999,19.84,91.31,9.32
1981,19-08-1981,25.12,23.33,24.23,25.27,5.34,28.32,22.98,-999,19.35,90.06,14.25
1981,20-08-1981,24.99,23.52,24.26,25.05,4.96,27.85,22.89,-999,19.59,91.75,21.61
1981,21-08-1981,24.58,23.8,24.19,24.41,2.91,26.3,23.38,-999,19.96,95.31,19.18
1981,22-08-1981,24.05,22.39,23.22,24.19,5.12,26.67,21.56,-999,18.31,90.69,18.78
1981,23-08-1981,22.54,21.55,22.05,22.35,1.92,23.35,21.43,-999,17.33,94.12,27.48
1981,24-08-1981,23.48,22.05,22.76,23.38,5.53,26.33,20.8,-999,17.82,91.88,1.73
1981,25-08-1981,24.77,22.76,23.76,24.79,6.44,28.41,21.98,-999,18.62,89,1.08
1981,26-08-1981,24.29,22.23,23.26,24.23,5.8,27.4,21.6,-999,18.01,88.81,0.21
1981,27-08-1981,24.83,21.96,23.39,24.98,7.19,28.45,21.26,-999,17.76,84.88,4.68
1981,28-08-1981,25.23,22.35,23.79,25.33,7.66,28.94,21.27,-999,18.19,84.69,1.81
1981,29-08-1981,24.51,22.26,23.39,24.56,5.63,27.56,21.93,-999,18.13,87.62,6.14
1981,30-08-1981,25.25,22.44,23.85,25.36,7.11,29.15,22.04,-999,18.31,85.12,1.26
1981,31-08-1981,26.17,23.08,24.63,26.23,8,29.88,21.88,-999,19.04,83.75,0.49
1981,01-09-1981,26.38,23.37,24.88,26.11,6.38,29.63,23.26,-999,19.35,84,2.02
1981,02-09-1981,26.37,22.65,24.51,26.04,6.2,29.5,23.3,-999,18.55,80.75,10.99
1981,03-09-1981,25.4,22.54,23.97,25.2,5.53,28.48,22.94,-999,18.37,84.56,3.04
1981,04-09-1981,25.08,22.4,23.74,25.12,7.34,28.73,21.39,-999,18.25,85.56,10.92
1981,05-09-1981,24.44,22.44,23.44,24.45,5.47,27.43,21.96,-999,18.25,88.94,16.21
1981,06-09-1981,23.93,22.55,23.24,23.81,4.4,26.3,21.9,-999,18.43,92.12,11.26
1981,07-09-1981,23.97,23.22,23.59,23.8,3.37,26.01,22.65,-999,19.23,95.5,11.53
1981,08-09-1981,23.95,22.41,23.18,24.01,4.53,26.52,21.98,-999,18.25,91.38,11.06
1981,09-09-1981,24.31,23.12,23.72,24.21,3.88,26.49,22.61,-999,19.04,93.12,1.69
1981,10-09-1981,24.43,23.1,23.76,24.4,4.36,26.91,22.55,-999,18.98,92.44,10.74
1981,11-09-1981,24.53,22.56,23.55,24.67,6.38,28.03,21.65,-999,18.37,89.25,4.88
1981,12-09-1981,23.87,22.43,23.15,23.83,4.51,26.4,21.88,-999,18.19,91.81,7.39
1981,13-09-1981,23.96,21.49,22.73,24.1,6.97,28.28,21.3,-999,17.15,87,0.65
1981,14-09-1981,24.07,20.44,22.26,24.04,8.53,28.37,19.83,-999,16.05,81.38,0.26
1981,15-09-1981,24.73,21.42,23.08,24.83,7.73,28.65,20.92,-999,17.09,82.5,0.36
1981,16-09-1981,24.01,22.01,23.01,23.91,5.43,27.04,21.61,-999,17.7,88.94,0.75
1981,17-09-1981,24.38,21.94,23.16,24.62,7.3,28.44,21.14,-999,17.64,86.94,0.14
1981,18-09-1981,24.04,21.31,22.67,24.15,6.27,27.71,21.43,-999,16.97,85.69,0.82
1981,19-09-1981,23.51,21.71,22.61,23.57,6.35,27.3,20.95,-999,17.46,90.06,5.48
1981,20-09-1981,23.31,21.3,22.31,23.44,5.97,26.85,20.88,-999,16.97,89.06,14.73
1981,21-09-1981,23.68,21.89,22.78,23.7,5.16,26.8,21.64,-999,17.64,90,14.64
1981,22-09-1981,24.51,22.32,23.41,24.58,7.05,28.35,21.3,-999,18.13,88.12,17.17
1981,23-09-1981,24.83,22.57,23.7,24.73,6.59,28.27,21.68,-999,18.43,87.75,0.11
1981,24-09-1981,25.93,22.72,24.32,25.58,6.7,29.41,22.72,-999,18.62,83,8.03
1981,25-09-1981,24.73,22.9,23.82,24.56,6.44,28.24,21.8,-999,18.86,89.94,5.35
1981,26-09-1981,24.05,22.43,23.23,23.84,5.45,27.11,21.65,-999,18.37,90.81,8.7
1981,27-09-1981,24.63,23.12,23.87,24.44,4.13,27.3,23.17,-999,19.1,91.38,14.13
1981,28-09-1981,24.23,22.81,23.52,24.22,5.09,27.23,22.15,-999,18.74,91.94,21.77
1981,29-09-1981,24.92,23.4,24.15,24.94,6.02,28.63,22.62,-999,19.41,91.56,8.24
1981,30-09-1981,24.29,21.33,22.81,24.39,6.49,28.26,21.77,-999,17.03,84.62,1.73
1981,01-10-1981,24.33,21.52,22.93,24.51,8.22,28.48,20.26,-999,17.21,85.06,0.15
1981,02-10-1981,23.82,21.25,22.54,23.62,6.03,27.52,21.49,-999,16.97,86.25,0.2
1981,03-10-1981,23.51,18.9,21.21,22.92,9.23,28.37,19.14,-999,14.65,76.5,0.07
1981,04-10-1981,23.19,16.8,20,22,9.9,27.96,18.06,-999,12.82,68.69,0
1981,05-10-1981,22.23,15.76,18.99,20.84,10.26,27.46,17.2,-999,12.02,67.94,0
1981,06-10-1981,22.38,16.36,19.37,21.01,9.36,27.73,18.37,-999,12.57,69.62,0
1981,07-10-1981,21.44,16.69,19.06,20.77,10.65,27.11,16.46,-999,12.7,76.31,0
1981,08-10-1981,21.27,16.21,18.74,20.38,11.58,27.56,15.98,-999,12.33,74.06,0
